"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"384","26","escritorio","furniture","predicate1","marr&oacute;n",0.98,"color",0.02
"385","26","sof&aacute; ","furniture","predicate1","azul",0.52,"color",0.48
"386","26","tomate","food","predicate1","peque&ntilde;o",0.53,"size",0.47
"387","26","televisi&oacute;n ","furniture","predicate1","azul",0.97,"color",0.03
"388","26","televisi&oacute;n ","furniture","predicate1","malo",0.02,"quality",0.98
"389","26","silla","furniture","predicate1","bueno",0.52,"quality",0.48
"390","26","tomate","food","predicate1","malo",0.03,"quality",0.97
"391","28","ventilador","furniture","predicate1","fresco",0.32,"age",0.68
"392","28","queso","food","predicate1","grande",0.88,"size",0.12
"393","28","queso","food","predicate1","min&uacute;sculo",0.82,"size",0.18
"394","28","escritorio","furniture","predicate1","malo",0.49,"quality",0.51
"395","28","zanahoria","food","predicate1","verde",0.78,"color",0.22
"396","28","tomate","food","predicate1","azul",0.81,"color",0.19
"397","28","zanahoria","food","predicate1","verde",0.25,"color",0.75
"398","28","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.67,"size",0.33
"399","28","televisi&oacute;n ","furniture","predicate1","redondo",0.29,"shape",0.71
"400","28","queso","food","predicate1","podrido",0.16,"age",0.84
"401","28","escritorio","furniture","predicate1","mexicano",0.87,"nationality",0.13
"402","28","tomate","food","predicate1","podrido",0.11,"age",0.89
"403","28","escritorio","furniture","predicate1","americano",0.86,"nationality",0.14
"404","28","televisi&oacute;n ","furniture","predicate1","suave",0.09,"texture",0.91
"405","28","pl&aacute;tano","food","predicate1","nuevo",0.89,"age",0.11
"406","28","pl&aacute;tano","food","predicate1","liso",0.18,"texture",0.82
"407","28","escritorio","furniture","predicate1","morado",0.87,"color",0.13
"408","28","escritorio","furniture","predicate1","cuadrado",0.87,"shape",0.13
"409","28","televisi&oacute;n ","furniture","predicate1","grande",0.89,"size",0.11
"410","28","ventilador","furniture","predicate1","duro",0.13,"texture",0.87
"411","28","silla","furniture","predicate1","redondo",0.52,"shape",0.48
"412","28","escritorio","furniture","predicate1","podrido",0.13,"age",0.87
"413","28","queso","food","predicate1","marr&oacute;n",0.15,"color",0.85
"414","28","ventilador","furniture","predicate1","amarillo",0.42,"color",0.58
"415","28","televisi&oacute;n ","furniture","predicate1","malo",0.14,"quality",0.86
"416","28","zanahoria","food","predicate1","cuadrado",0.2,"shape",0.8
"417","38","zanahoria","food","predicate1","espa&ntilde;ol",0.69,"nationality",0.31
"418","38","zanahoria","food","predicate1","duro",0.1,"texture",0.9
"419","38","manzana","food","predicate1","suave",0.86,"texture",0.14
"420","38","silla","furniture","predicate1","amarillo",0.87,"color",0.13
"421","38","televisi&oacute;n ","furniture","predicate1","redondo",0.17,"shape",0.83
"422","38","manzana","food","predicate1","corto",0.14,"size",0.86
"423","38","zanahoria","food","predicate1","marr&oacute;n",0.89,"color",0.11
"424","38","escritorio","furniture","predicate1","redondo",0.91,"shape",0.09
"425","38","queso","food","predicate1","min&uacute;sculo",0.1,"size",0.9
"426","38","pl&aacute;tano","food","predicate1","azul",0.17,"color",0.83
"427","38","tomate","food","predicate1","azul",0.06,"color",0.94
"428","38","silla","furniture","predicate1","enorme",0.15,"size",0.85
"429","38","sof&aacute; ","furniture","predicate1","min&uacute;sculo",0.91,"size",0.09
"430","38","queso","food","predicate1","mexicano",0.97,"nationality",0.03
"431","38","sof&aacute; ","furniture","predicate1","fresco",0.13,"age",0.87
"432","38","queso","food","predicate1","enorme",0.99,"size",0.01
"433","38","televisi&oacute;n ","furniture","predicate1","morado",0.05,"color",0.95
"434","38","manzana","food","predicate1","fresco",0.96,"age",0.04
"435","38","sof&aacute; ","furniture","predicate1","viejo",0.95,"age",0.05
"436","38","silla","furniture","predicate1","nuevo",0.97,"age",0.03
"437","38","silla","furniture","predicate1","podrido",0.94,"age",0.0600000000000001
"438","38","escritorio","furniture","predicate1","liso",0.9,"texture",0.1
"439","38","queso","food","predicate1","suave",0.88,"texture",0.12
"440","38","televisi&oacute;n ","furniture","predicate1","peque&ntilde;o",0.89,"size",0.11
"441","38","tomate","food","predicate1","morado",0.06,"color",0.94
"442","38","escritorio","furniture","predicate1","azul",0.91,"color",0.09
"443","48","manzana","food","predicate1","americano",0.83,"nationality",0.17
"444","48","pl&aacute;tano","food","predicate1","liso",0.85,"texture",0.15
"445","48","televisi&oacute;n ","furniture","predicate1","suave",0.58,"texture",0.42
"446","48","pl&aacute;tano","food","predicate1","largo",1,"size",0
"447","48","zanahoria","food","predicate1","enorme",0.97,"size",0.03
"448","48","pl&aacute;tano","food","predicate1","mexicano",0.18,"nationality",0.82
"449","48","manzana","food","predicate1","bueno",0.87,"quality",0.13
"450","48","silla","furniture","predicate1","duro",0.99,"texture",0.01
"451","48","queso","food","predicate1","marr&oacute;n",0.61,"color",0.39
"452","48","televisi&oacute;n ","furniture","predicate1","malo",0.52,"quality",0.48
"453","48","silla","furniture","predicate1","cuadrado",1,"shape",0
"454","48","ventilador","furniture","predicate1","fresco",0.49,"age",0.51
"455","48","sof&aacute; ","furniture","predicate1","morado",1,"color",0
"456","48","pl&aacute;tano","food","predicate1","americano",0.15,"nationality",0.85
"457","48","televisi&oacute;n ","furniture","predicate1","americano",1,"nationality",0
"458","48","tomate","food","predicate1","bueno",0.18,"quality",0.82
"459","48","queso","food","predicate1","verde",0.04,"color",0.96
"460","48","queso","food","predicate1","cuadrado",0.79,"shape",0.21
"461","48","zanahoria","food","predicate1","cuadrado",0.2,"shape",0.8
"462","48","pl&aacute;tano","food","predicate1","amarillo",0.94,"color",0.0600000000000001
"463","48","queso","food","predicate1","cuadrado",0.01,"shape",0.99
"464","48","escritorio","furniture","predicate1","azul",0.75,"color",0.25
"465","48","ventilador","furniture","predicate1","espa&ntilde;ol",0.66,"nationality",0.34
"466","48","silla","furniture","predicate1","verde",0.82,"color",0.18
"467","48","queso","food","predicate1","bueno",0.83,"quality",0.17
"468","48","queso","food","predicate1","viejo",0.73,"age",0.27
"469","50","televisi&oacute;n ","furniture","predicate1","liso",0.08,"texture",0.92
"470","50","pl&aacute;tano","food","predicate1","marr&oacute;n",0.01,"color",0.99
"471","50","televisi&oacute;n ","furniture","predicate1","cuadrado",0.08,"shape",0.92
"472","50","ventilador","furniture","predicate1","corto",0.98,"size",0.02
"473","50","queso","food","predicate1","amarillo",0.02,"color",0.98
"474","50","silla","furniture","predicate1","grande",0.98,"size",0.02
"475","50","sof&aacute; ","furniture","predicate1","suave",0.03,"texture",0.97
"476","50","pl&aacute;tano","food","predicate1","espa&ntilde;ol",0.04,"nationality",0.96
"477","50","televisi&oacute;n ","furniture","predicate1","corto",0.01,"size",0.99
"478","50","escritorio","furniture","predicate1","liso",0.07,"texture",0.93
"479","50","escritorio","furniture","predicate1","verde",0.09,"color",0.91
"480","50","manzana","food","predicate1","verde",0.95,"color",0.05
"481","50","ventilador","furniture","predicate1","nuevo",0.98,"age",0.02
"482","50","ventilador","furniture","predicate1","marr&oacute;n",0.03,"color",0.97
"483","50","pl&aacute;tano","food","predicate1","podrido",0.02,"age",0.98
"484","50","escritorio","furniture","predicate1","peque&ntilde;o",0.01,"size",0.99
"485","50","escritorio","furniture","predicate1","rojo",0.98,"color",0.02
"486","50","manzana","food","predicate1","marr&oacute;n",0.02,"color",0.98
"487","50","silla","furniture","predicate1","nuevo",1,"age",0
"488","50","silla","furniture","predicate1","fresco",0.01,"age",0.99
"489","50","manzana","food","predicate1","fresco",0.04,"age",0.96
"490","50","escritorio","furniture","predicate1","nuevo",0.02,"age",0.98
"491","50","silla","furniture","predicate1","americano",0.02,"nationality",0.98
"492","50","silla","furniture","predicate1","liso",0.06,"texture",0.94
"493","50","televisi&oacute;n ","furniture","predicate1","cuadrado",0.11,"shape",0.89
"494","50","escritorio","furniture","predicate1","viejo",0.98,"age",0.02
"495","55","manzana","food","predicate1","duro",0.98,"texture",0.02
"496","55","silla","furniture","predicate1","peque&ntilde;o",0.51,"size",0.49
"497","55","silla","furniture","predicate1","liso",0.49,"texture",0.51
"498","55","zanahoria","food","predicate1","enorme",1,"size",0
"499","55","queso","food","predicate1","nuevo",1,"age",0
"500","55","sof&aacute; ","furniture","predicate1","viejo",0.03,"age",0.97
"501","55","escritorio","furniture","predicate1","morado",0.58,"color",0.42
"502","55","escritorio","furniture","predicate1","amarillo",0.51,"color",0.49
"503","55","ventilador","furniture","predicate1","bueno",0,"quality",1
"504","55","escritorio","furniture","predicate1","azul",0.03,"color",0.97
"505","55","tomate","food","predicate1","amarillo",0.05,"color",0.95
"506","55","silla","furniture","predicate1","bueno",0.03,"quality",0.97
"507","55","manzana","food","predicate1","duro",1,"texture",0
"508","55","sof&aacute; ","furniture","predicate1","peque&ntilde;o",0.04,"size",0.96
"509","55","tomate","food","predicate1","suave",0.04,"texture",0.96
"510","55","televisi&oacute;n ","furniture","predicate1","suave",0,"texture",1
"511","55","queso","food","predicate1","viejo",0.04,"age",0.96
"512","55","ventilador","furniture","predicate1","marr&oacute;n",0.97,"color",0.03
"513","55","pl&aacute;tano","food","predicate1","liso",0,"texture",1
"514","55","silla","furniture","predicate1","podrido",0.97,"age",0.03
"515","55","televisi&oacute;n ","furniture","predicate1","malo",0.01,"quality",0.99
"516","55","sof&aacute; ","furniture","predicate1","suave",0,"texture",1
"517","55","zanahoria","food","predicate1","bueno",0.98,"quality",0.02
"518","55","zanahoria","food","predicate1","azul",0.97,"color",0.03
"519","55","manzana","food","predicate1","nuevo",0.95,"age",0.05
"520","55","manzana","food","predicate1","bueno",0.96,"quality",0.04
"521","58","ventilador","furniture","predicate1","suave",0.08,"texture",0.92
"522","58","zanahoria","food","predicate1","podrido",0.06,"age",0.94
"523","58","zanahoria","food","predicate1","largo",0.9,"size",0.1
"524","58","zanahoria","food","predicate1","enorme",0.86,"size",0.14
"525","58","escritorio","furniture","predicate1","espa&ntilde;ol",0.09,"nationality",0.91
"526","58","zanahoria","food","predicate1","rojo",0.93,"color",0.07
"527","58","tomate","food","predicate1","rojo",0.89,"color",0.11
"528","58","ventilador","furniture","predicate1","liso",0.89,"texture",0.11
"529","58","queso","food","predicate1","rojo",0.08,"color",0.92
"530","58","manzana","food","predicate1","redondo",0.88,"shape",0.12
"531","58","pl&aacute;tano","food","predicate1","viejo",0.09,"age",0.91
"532","58","tomate","food","predicate1","verde",0.9,"color",0.1
"533","58","tomate","food","predicate1","morado",0.9,"color",0.1
"534","58","zanahoria","food","predicate1","largo",0.91,"size",0.09
"535","58","sof&aacute; ","furniture","predicate1","mexicano",0.04,"nationality",0.96
"536","58","televisi&oacute;n ","furniture","predicate1","enorme",0.92,"size",0.08
"537","58","zanahoria","food","predicate1","mexicano",0.04,"nationality",0.96
"538","58","escritorio","furniture","predicate1","bueno",0.09,"quality",0.91
"539","58","escritorio","furniture","predicate1","enorme",0.92,"size",0.08
"540","58","escritorio","furniture","predicate1","largo",0.9,"size",0.1
"541","58","manzana","food","predicate1","podrido",0.92,"age",0.08
"542","58","televisi&oacute;n ","furniture","predicate1","largo",0.04,"size",0.96
"543","58","televisi&oacute;n ","furniture","predicate1","mexicano",0.08,"nationality",0.92
"544","58","pl&aacute;tano","food","predicate1","nuevo",0.03,"age",0.97
"545","58","sof&aacute; ","furniture","predicate1","marr&oacute;n",0.86,"color",0.14
"546","58","silla","furniture","predicate1","corto",0.1,"size",0.9
"547","59","tomate","food","predicate1","corto",1,"size",0
"548","59","queso","food","predicate1","mexicano",0.51,"nationality",0.49
"549","59","escritorio","furniture","predicate1","viejo",0.8,"age",0.2
"550","59","silla","furniture","predicate1","americano",0.76,"nationality",0.24
"551","59","silla","furniture","predicate1","bueno",0.28,"quality",0.72
"552","59","escritorio","furniture","predicate1","mexicano",0.76,"nationality",0.24
"553","59","escritorio","furniture","predicate1","espa&ntilde;ol",0.75,"nationality",0.25
"554","59","televisi&oacute;n ","furniture","predicate1","liso",0.77,"texture",0.23
"555","59","sof&aacute; ","furniture","predicate1","rojo",0.81,"color",0.19
"556","59","pl&aacute;tano","food","predicate1","espa&ntilde;ol",0.81,"nationality",0.19
"557","59","silla","furniture","predicate1","enorme",0.81,"size",0.19
"558","59","tomate","food","predicate1","marr&oacute;n",0.54,"color",0.46
"559","59","zanahoria","food","predicate1","mexicano",0.71,"nationality",0.29
"560","59","pl&aacute;tano","food","predicate1","malo",0.75,"quality",0.25
"561","59","queso","food","predicate1","corto",0.74,"size",0.26
"562","59","tomate","food","predicate1","americano",0.8,"nationality",0.2
"563","59","televisi&oacute;n ","furniture","predicate1","fresco",0.74,"age",0.26
"564","59","manzana","food","predicate1","americano",0.78,"nationality",0.22
"565","59","tomate","food","predicate1","redondo",0.8,"shape",0.2
"566","59","tomate","food","predicate1","americano",0.8,"nationality",0.2
"567","59","silla","furniture","predicate1","podrido",0.26,"age",0.74
"568","59","escritorio","furniture","predicate1","podrido",0.3,"age",0.7
"569","59","ventilador","furniture","predicate1","suave",0.75,"texture",0.25
"570","59","queso","food","predicate1","nuevo",0.27,"age",0.73
"571","59","tomate","food","predicate1","peque&ntilde;o",0.51,"size",0.49
"572","59","pl&aacute;tano","food","predicate1","suave",0.68,"texture",0.32
"573","69","sof&aacute; ","furniture","predicate1","mexicano",0.22,"nationality",0.78
"574","69","queso","food","predicate1","liso",1,"texture",0
"575","69","televisi&oacute;n ","furniture","predicate1","peque&ntilde;o",0.88,"size",0.12
"576","69","manzana","food","predicate1","redondo",0.88,"shape",0.12
"577","69","manzana","food","predicate1","marr&oacute;n",0,"color",1
"578","69","tomate","food","predicate1","enorme",1,"size",0
"579","69","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",1,"size",0
"580","69","manzana","food","predicate1","morado",0.04,"color",0.96
"581","69","zanahoria","food","predicate1","viejo",0.96,"age",0.04
"582","69","manzana","food","predicate1","azul",0.98,"color",0.02
"583","69","pl&aacute;tano","food","predicate1","amarillo",1,"color",0
"584","69","ventilador","furniture","predicate1","azul",1,"color",0
"585","69","pl&aacute;tano","food","predicate1","rojo",0.97,"color",0.03
"586","69","escritorio","furniture","predicate1","bueno",0.97,"quality",0.03
"587","69","sof&aacute; ","furniture","predicate1","americano",0.04,"nationality",0.96
"588","69","tomate","food","predicate1","duro",0.96,"texture",0.04
"589","69","televisi&oacute;n ","furniture","predicate1","amarillo",0.05,"color",0.95
"590","69","televisi&oacute;n ","furniture","predicate1","cuadrado",0,"shape",1
"591","69","silla","furniture","predicate1","bueno",0.99,"quality",0.01
"592","69","silla","furniture","predicate1","verde",0.97,"color",0.03
"593","69","televisi&oacute;n ","furniture","predicate1","nuevo",0.98,"age",0.02
"594","69","televisi&oacute;n ","furniture","predicate1","redondo",0.04,"shape",0.96
"595","69","televisi&oacute;n ","furniture","predicate1","suave",0.04,"texture",0.96
"596","69","escritorio","furniture","predicate1","largo",0.97,"size",0.03
"597","69","ventilador","furniture","predicate1","nuevo",0.97,"age",0.03
"598","69","zanahoria","food","predicate1","podrido",0.06,"age",0.94
"599","84","zanahoria","food","predicate1","cuadrado",0.42,"shape",0.58
"600","84","queso","food","predicate1","verde",0.82,"color",0.18
